TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CLE,CLE @ GSW,06/12/2017,L,240,120,47,88,53.4,11,24,45.8,15,23,65.2,12,28,40,22,6,5,15,22,-9
GSW,GSW vs. CLE,06/12/2017,W,240,129,46,90,51.1,14,38,36.8,23,28,82.1,13,29,42,27,8,2,13,24,9
CLE,CLE vs. GSW,06/09/2017,W,240,137,46,87,52.9,24,45,53.3,21,31,67.7,11,30,41,27,6,3,11,24,21
GSW,GSW @ CLE,06/09/2017,L,240,116,39,87,44.8,11,39,28.2,27,36,75.0,16,24,40,26,5,6,12,27,-21
GSW,GSW @ CLE,06/07/2017,W,240,118,40,83,48.2,16,33,48.5,22,24,91.7,8,36,44,29,8,4,18,28,5
CLE,CLE vs. GSW,06/07/2017,L,240,113,40,90,44.4,12,44,27.3,21,25,84.0,10,27,37,17,9,3,12,25,-5
CLE,CLE @ GSW,06/04/2017,L,240,113,45,100,45.0,8,29,27.6,15,19,78.9,10,31,41,27,15,1,9,18,-19
GSW,GSW vs. CLE,06/04/2017,W,240,132,46,89,51.7,18,43,41.9,22,24,91.7,10,43,53,34,5,7,20,19,19
CLE,CLE @ GSW,06/01/2017,L,240,91,30,86,34.9,11,31,35.5,20,25,80.0,15,44,59,15,0,6,20,23,-22
GSW,GSW vs. CLE,06/01/2017,W,240,113,45,106,42.5,12,33,36.4,11,16,68.8,14,36,50,31,12,3,4,24,22
CLE,CLE @ BOS,05/25/2017,W,240,135,48,85,56.5,19,41,46.3,20,24,83.3,6,32,38,24,13,5,11,21,33
BOS,BOS vs. CLE,05/25/2017,L,240,102,37,86,43.0,11,30,36.7,17,23,73.9,12,27,39,20,7,5,18,23,-33
BOS,BOS @ CLE,05/23/2017,L,240,99,35,79,44.3,10,31,32.3,19,20,95.0,7,22,29,26,7,2,12,15,-13
CLE,CLE vs. BOS,05/23/2017,W,240,112,44,74,59.5,10,22,45.5,14,17,82.4,4,33,37,23,5,4,15,16,13
SAS,SAS vs. GSW,05/22/2017,L,240,115,41,98,41.8,8,25,32.0,25,32,78.1,12,30,42,33,14,4,8,20,-14
GSW,GSW @ SAS,05/22/2017,W,240,129,48,86,55.8,14,39,35.9,19,25,76.0,5,48,53,30,7,3,17,25,14
BOS,BOS @ CLE,05/21/2017,W,240,111,42,91,46.2,18,40,45.0,9,12,75.0,11,27,38,28,10,3,9,23,3
CLE,CLE vs. BOS,05/21/2017,L,240,108,32,70,45.7,16,39,41.0,28,36,77.8,11,35,46,21,5,4,16,11,-3
GSW,GSW @ SAS,05/20/2017,W,240,120,46,84,54.8,11,27,40.7,17,22,77.3,9,33,42,23,12,6,21,23,12
SAS,SAS vs. GSW,05/20/2017,L,240,108,44,93,47.3,5,21,23.8,15,25,60.0,15,31,46,22,10,3,16,21,-12
CLE,CLE @ BOS,05/19/2017,W,240,130,48,85,56.5,19,39,48.7,15,23,65.2,9,36,45,28,10,6,12,17,44
BOS,BOS vs. CLE,05/19/2017,L,240,86,32,86,37.2,8,27,29.6,14,15,93.3,10,29,39,23,7,4,21,19,-44
CLE,CLE @ BOS,05/17/2017,W,240,117,39,81,48.1,11,31,35.5,28,35,80.0,12,32,44,21,9,2,8,17,13
BOS,BOS vs. CLE,05/17/2017,L,240,104,41,88,46.6,12,38,31.6,10,18,55.6,13,27,40,33,4,1,14,26,-13
SAS,SAS @ GSW,05/16/2017,L,240,100,37,100,37.0,8,23,34.8,18,21,85.7,22,27,49,21,11,5,19,17,-36
GSW,GSW vs. SAS,05/16/2017,W,240,136,50,89,56.2,18,37,48.6,18,19,94.7,6,34,40,39,16,5,16,19,36
BOS,BOS vs. WAS,05/15/2017,W,240,115,42,79,53.2,11,24,45.8,20,25,80.0,4,27,31,27,7,4,8,24,10
WAS,WAS @ BOS,05/15/2017,L,240,105,36,80,45.0,10,29,34.5,23,29,79.3,10,33,43,18,6,4,15,17,-10
SAS,SAS @ GSW,05/14/2017,L,240,111,40,84,47.6,7,22,31.8,24,28,85.7,14,23,37,19,13,3,19,24,-2
GSW,GSW vs. SAS,05/14/2017,W,240,113,39,81,48.1,11,30,36.7,24,33,72.7,17,26,43,22,13,8,19,24,2
WAS,WAS vs. BOS,05/12/2017,W,240,92,37,86,43.0,5,24,20.8,13,21,61.9,11,35,46,20,4,7,12,24,1
BOS,BOS @ WAS,05/12/2017,L,240,91,32,79,40.5,11,35,31.4,16,18,88.9,7,30,37,25,5,3,11,19,-1
SAS,SAS @ HOU,05/11/2017,W,240,114,51,96,53.1,5,22,22.7,7,13,53.8,14,46,60,32,8,9,8,21,39
HOU,HOU vs. SAS,05/11/2017,L,240,75,22,77,28.6,13,40,32.5,18,25,72.0,10,27,37,14,5,3,14,16,-39
WAS,WAS @ BOS,05/10/2017,L,240,101,35,91,38.5,7,29,24.1,24,29,82.8,16,29,45,21,5,5,13,18,-22
BOS,BOS vs. WAS,05/10/2017,W,240,123,46,87,52.9,16,33,48.5,15,21,71.4,9,39,48,33,7,8,12,25,22
HOU,HOU @ SAS,05/09/2017,L,265,107,38,86,44.2,16,48,33.3,15,21,71.4,9,38,47,21,4,5,16,23,-3
SAS,SAS vs. HOU,05/09/2017,W,265,110,42,103,40.8,11,33,33.3,15,23,65.2,18,34,52,24,7,5,8,18,3
UTA,UTA vs. GSW,05/08/2017,L,240,95,33,89,37.1,8,27,29.6,21,28,75.0,10,32,42,13,7,4,10,23,-26
GSW,GSW @ UTA,05/08/2017,W,240,121,43,84,51.2,11,26,42.3,24,27,88.9,6,44,50,28,8,3,11,26,26
CLE,CLE @ TOR,05/07/2017,W,240,109,39,82,47.6,16,41,39.0,15,16,93.8,5,32,37,24,8,5,11,11,7
TOR,TOR vs. CLE,05/07/2017,L,240,102,40,85,47.1,10,29,34.5,12,15,80.0,8,29,37,28,7,3,12,18,-7
WAS,WAS vs. BOS,05/07/2017,W,240,121,44,84,52.4,9,21,42.9,24,27,88.9,12,33,45,29,13,3,20,22,19
BOS,BOS @ WAS,05/07/2017,L,240,102,35,79,44.3,14,31,45.2,18,24,75.0,9,22,31,28,13,6,20,25,-19
HOU,HOU vs. SAS,05/07/2017,W,240,125,50,95,52.6,19,43,44.2,6,10,60.0,7,34,41,28,7,3,9,17,21
SAS,SAS @ HOU,05/07/2017,L,240,104,44,89,49.4,7,23,30.4,9,18,50.0,11,32,43,23,8,6,14,13,-21
GSW,GSW @ UTA,05/06/2017,W,240,102,37,84,44.0,9,30,30.0,19,23,82.6,8,43,51,17,3,4,7,20,11
UTA,UTA vs. GSW,05/06/2017,L,240,91,30,77,39.0,7,22,31.8,24,34,70.6,5,37,42,19,6,3,9,22,-11
CLE,CLE @ TOR,05/05/2017,W,240,115,39,76,51.3,13,23,56.5,24,28,85.7,8,41,49,15,2,7,16,20,21
TOR,TOR vs. CLE,05/05/2017,L,240,94,38,87,43.7,2,18,11.1,16,17,94.1,1,24,25,17,9,4,6,21,-21
SAS,SAS @ HOU,05/05/2017,W,240,103,39,86,45.3,9,25,36.0,16,20,80.0,12,37,49,23,7,8,21,17,11
HOU,HOU vs. SAS,05/05/2017,L,240,92,32,88,36.4,12,39,30.8,16,18,88.9,14,25,39,17,12,7,15,18,-11
BOS,BOS @ WAS,05/04/2017,L,240,89,27,77,35.1,10,32,31.3,25,33,75.8,8,30,38,20,4,2,16,26,-27
WAS,WAS vs. BOS,05/04/2017,W,240,116,43,92,46.7,8,25,32.0,22,25,88.0,13,37,50,26,7,5,10,26,27
GSW,GSW vs. UTA,05/04/2017,W,240,115,42,85,49.4,14,31,45.2,17,20,85.0,9,38,47,33,11,4,17,20,11
UTA,UTA @ GSW,05/04/2017,L,240,104,38,84,45.2,12,32,37.5,16,20,80.0,5,34,39,19,9,2,15,23,-11
TOR,TOR @ CLE,05/03/2017,L,240,103,42,90,46.7,5,17,29.4,14,19,73.7,8,29,37,21,8,4,13,21,-22
CLE,CLE vs. TOR,05/03/2017,W,240,125,41,75,54.7,18,33,54.5,25,34,73.5,6,34,40,28,9,4,16,22,22
SAS,SAS vs. HOU,05/03/2017,W,240,121,48,89,53.9,9,24,37.5,16,18,88.9,16,32,48,27,5,7,8,16,25
HOU,HOU @ SAS,05/03/2017,L,240,96,37,83,44.6,11,34,32.4,11,15,73.3,9,23,32,22,7,3,11,18,-25
BOS,BOS vs. WAS,05/02/2017,W,265,129,45,88,51.1,13,36,36.1,26,34,76.5,12,29,41,26,11,7,16,21,10
WAS,WAS @ BOS,05/02/2017,L,265,119,46,99,46.5,10,34,29.4,17,22,77.3,13,31,44,28,7,10,18,29,-10
UTA,UTA @ GSW,05/02/2017,L,240,94,38,82,46.3,9,29,31.0,9,12,75.0,8,36,44,25,7,4,14,18,-12
GSW,GSW vs. UTA,05/02/2017,W,240,106,40,82,48.8,7,29,24.1,19,21,90.5,5,32,37,32,7,8,7,16,12
CLE,CLE vs. TOR,05/01/2017,W,240,116,39,85,45.9,14,34,41.2,24,29,82.8,7,39,46,26,8,4,12,18,11
TOR,TOR @ CLE,05/01/2017,L,240,105,39,89,43.8,10,26,38.5,17,20,85.0,8,35,43,22,5,5,12,22,-11
SAS,SAS vs. HOU,05/01/2017,L,240,99,31,84,36.9,9,29,31.0,28,36,77.8,11,34,45,19,10,2,15,18,-27
HOU,HOU @ SAS,05/01/2017,W,240,126,40,87,46.0,22,50,44.0,24,27,88.9,7,42,49,30,13,5,15,25,27
LAC,LAC vs. UTA,04/30/2017,L,240,91,35,80,43.8,6,25,24.0,15,26,57.7,10,28,38,17,3,2,12,19,-13
UTA,UTA @ LAC,04/30/2017,W,240,104,40,79,50.6,6,13,46.2,18,23,78.3,10,36,46,22,8,2,12,24,13
WAS,WAS @ BOS,04/30/2017,L,240,111,44,87,50.6,10,23,43.5,13,22,59.1,12,26,38,27,6,7,13,14,-12
BOS,BOS vs. WAS,04/30/2017,W,240,123,46,90,51.1,19,39,48.7,12,15,80.0,12,26,38,32,8,7,11,25,12
ATL,ATL vs. WAS,04/28/2017,L,240,99,37,78,47.4,9,32,28.1,16,19,84.2,11,24,35,26,9,3,22,22,-16
WAS,WAS @ ATL,04/28/2017,W,240,115,42,78,53.8,10,24,41.7,21,25,84.0,8,25,33,21,16,7,17,22,16
UTA,UTA vs. LAC,04/28/2017,L,240,93,32,78,41.0,7,26,26.9,22,33,66.7,10,28,38,18,8,5,8,20,-5
LAC,LAC @ UTA,04/28/2017,W,240,98,37,75,49.3,9,21,42.9,15,26,57.7,10,31,41,17,5,2,16,24,5
CHI,CHI vs. BOS,04/28/2017,L,240,83,32,81,39.5,4,19,21.1,15,17,88.2,11,34,45,13,5,2,15,16,-22
BOS,BOS @ CHI,04/28/2017,W,240,105,39,80,48.8,16,39,41.0,11,18,61.1,7,36,43,28,7,5,10,14,22
SAS,SAS @ MEM,04/27/2017,W,240,103,37,77,48.1,7,20,35.0,22,25,88.0,16,30,46,13,4,0,12,20,7
MEM,MEM vs. SAS,04/27/2017,L,240,96,32,71,45.1,12,27,44.4,20,24,83.3,7,21,28,15,4,1,11,26,-7
MIL,MIL vs. TOR,04/27/2017,L,240,89,32,75,42.7,7,18,38.9,18,28,64.3,11,26,37,18,11,10,14,20,-3
TOR,TOR @ MIL,04/27/2017,W,240,92,32,70,45.7,9,22,40.9,19,23,82.6,11,32,43,14,9,4,15,20,3
WAS,WAS vs. ATL,04/26/2017,W,240,103,37,82,45.1,7,24,29.2,22,27,81.5,9,33,42,21,8,10,7,20,4
ATL,ATL @ WAS,04/26/2017,L,240,99,38,93,40.9,9,31,29.0,14,21,66.7,11,32,43,23,3,2,11,21,-4
CHI,CHI @ BOS,04/26/2017,L,240,97,37,74,50.0,9,26,34.6,14,17,82.4,5,37,42,24,4,5,16,21,-11
BOS,BOS vs. CHI,04/26/2017,W,240,108,38,88,43.2,9,40,22.5,23,23,100.0,8,30,38,27,9,3,6,16,11
OKC,OKC @ HOU,04/25/2017,L,240,99,35,91,38.5,10,38,26.3,19,29,65.5,18,31,49,16,7,7,14,27,-6
HOU,HOU vs. OKC,04/25/2017,W,240,105,33,82,40.2,6,37,16.2,33,39,84.6,10,37,47,13,7,6,14,23,6
UTA,UTA @ LAC,04/25/2017,W,240,96,35,81,43.2,13,36,36.1,13,16,81.3,7,36,43,25,10,4,14,24,4
LAC,LAC vs. UTA,04/25/2017,L,240,92,29,69,42.0,10,23,43.5,24,29,82.8,3,31,34,16,7,2,14,20,-4
SAS,SAS vs. MEM,04/25/2017,W,240,116,42,80,52.5,14,28,50.0,18,22,81.8,10,24,34,23,7,2,8,17,13
MEM,MEM @ SAS,04/25/2017,L,240,103,37,72,51.4,9,22,40.9,20,22,90.9,8,23,31,22,7,1,10,20,-13
TOR,TOR vs. MIL,04/24/2017,W,240,118,41,71,57.7,12,27,44.4,24,26,92.3,5,35,40,28,10,6,18,24,25
MIL,MIL @ TOR,04/24/2017,L,240,93,34,67,50.7,10,22,45.5,15,26,57.7,1,21,22,22,13,4,15,23,-25
WAS,WAS @ ATL,04/24/2017,L,240,101,36,85,42.4,11,32,34.4,18,23,78.3,9,37,46,19,7,5,15,25,-10
ATL,ATL vs. WAS,04/24/2017,W,240,111,40,90,44.4,12,31,38.7,19,25,76.0,12,37,49,24,7,1,12,20,10
GSW,GSW @ POR,04/24/2017,W,240,128,46,86,53.5,17,29,58.6,19,27,70.4,6,39,45,27,7,9,10,15,25
POR,POR vs. GSW,04/24/2017,L,240,103,33,85,38.8,13,39,33.3,24,29,82.8,7,32,39,14,7,3,11,20,-25
HOU,HOU @ OKC,04/23/2017,W,240,113,37,85,43.5,11,35,31.4,28,33,84.8,13,32,45,19,13,2,20,26,4
OKC,OKC vs. HOU,04/23/2017,L,240,109,42,85,49.4,7,19,36.8,18,32,56.3,10,30,40,20,10,12,17,20,-4
LAC,LAC @ UTA,04/23/2017,L,240,98,33,75,44.0,11,32,34.4,21,29,72.4,6,25,31,17,8,0,9,18,-7
UTA,UTA vs. LAC,04/23/2017,W,240,105,40,74,54.1,10,22,45.5,15,21,71.4,7,35,42,24,7,3,13,17,7
CLE,CLE @ IND,04/23/2017,W,240,106,37,90,41.1,9,31,29.0,23,27,85.2,15,33,48,11,9,8,13,15,4
IND,IND vs. CLE,04/23/2017,L,240,102,41,88,46.6,10,30,33.3,10,17,58.8,9,33,42,21,8,6,15,22,-4
CHI,CHI vs. BOS,04/23/2017,L,240,95,32,76,42.1,5,24,20.8,26,33,78.8,12,32,44,19,5,3,12,23,-9
BOS,BOS @ CHI,04/23/2017,W,240,104,38,82,46.3,10,37,27.0,18,22,81.8,11,31,42,22,7,4,13,24,9
MEM,MEM vs. SAS,04/22/2017,W,265,110,38,82,46.3,12,27,44.4,22,24,91.7,8,43,51,19,3,3,23,21,2
SAS,SAS @ MEM,04/22/2017,L,265,108,41,97,42.3,9,30,30.0,17,17,100.0,8,29,37,16,11,3,10,24,-2
MIL,MIL vs. TOR,04/22/2017,L,240,76,30,81,37.0,5,21,23.8,11,18,61.1,13,37,50,16,8,3,21,21,-11
TOR,TOR @ MIL,04/22/2017,W,240,87,33,80,41.3,5,22,22.7,16,17,94.1,4,37,41,16,11,6,13,19,11
WAS,WAS @ ATL,04/22/2017,L,240,98,37,89,41.6,7,29,24.1,17,20,85.0,6,36,42,16,6,4,16,28,-18
ATL,ATL vs. WAS,04/22/2017,W,240,116,44,89,49.4,9,25,36.0,19,32,59.4,11,39,50,26,6,5,12,17,18
GSW,GSW @ POR,04/22/2017,W,240,119,40,91,44.0,12,36,33.3,27,35,77.1,6,36,42,25,11,11,7,19,6
POR,POR vs. GSW,04/22/2017,L,240,113,39,90,43.3,13,33,39.4,22,27,81.5,11,41,52,17,5,6,16,23,-6
OKC,OKC vs. HOU,04/21/2017,W,240,115,46,83,55.4,9,19,47.4,14,23,60.9,9,31,40,24,8,5,11,21,2
HOU,HOU @ OKC,04/21/2017,L,240,113,38,83,45.8,10,35,28.6,27,33,81.8,11,31,42,10,4,6,16,24,-2
UTA,UTA vs. LAC,04/21/2017,L,240,106,36,69,52.2,14,34,41.2,20,29,69.0,3,24,27,16,5,2,11,26,-5
LAC,LAC @ UTA,04/21/2017,W,240,111,41,75,54.7,7,19,36.8,22,33,66.7,9,32,41,16,8,3,8,20,5
CHI,CHI vs. BOS,04/21/2017,L,240,87,33,84,39.3,6,21,28.6,15,15,100.0,15,37,52,14,7,8,18,15,-17
BOS,BOS @ CHI,04/21/2017,W,240,104,41,86,47.7,17,37,45.9,5,7,71.4,7,30,37,34,11,2,13,12,17
MEM,MEM vs. SAS,04/20/2017,W,240,105,39,77,50.6,9,22,40.9,18,20,90.0,6,27,33,21,2,3,5,24,11
SAS,SAS @ MEM,04/20/2017,L,240,94,34,72,47.2,10,24,41.7,16,28,57.1,12,30,42,16,1,3,12,21,-11
MIL,MIL vs. TOR,04/20/2017,W,240,104,39,74,52.7,12,23,52.2,14,19,73.7,3,33,36,29,6,4,13,25,27
TOR,TOR @ MIL,04/20/2017,L,240,77,24,71,33.8,6,22,27.3,23,30,76.7,9,31,40,11,6,4,16,21,-27
IND,IND vs. CLE,04/20/2017,L,240,114,38,95,40.0,16,41,39.0,22,26,84.6,17,35,52,25,4,5,11,23,-5
CLE,CLE @ IND,04/20/2017,W,240,119,39,87,44.8,21,44,47.7,20,30,66.7,8,32,40,23,6,7,8,23,5
ATL,ATL @ WAS,04/19/2017,L,240,101,32,79,40.5,4,20,20.0,33,38,86.8,10,31,41,17,6,6,18,26,-8
WAS,WAS vs. ATL,04/19/2017,W,240,109,39,86,45.3,7,22,31.8,24,33,72.7,11,32,43,22,10,10,11,29,8
OKC,OKC @ HOU,04/19/2017,L,240,111,40,97,41.2,7,30,23.3,24,28,85.7,17,31,48,20,9,11,7,24,-4
HOU,HOU vs. OKC,04/19/2017,W,240,115,38,78,48.7,11,29,37.9,28,37,75.7,5,32,37,20,5,8,13,21,4
GSW,GSW vs. POR,04/19/2017,W,240,110,40,91,44.0,10,32,31.3,20,24,83.3,11,43,54,31,8,11,17,17,29
POR,POR @ GSW,04/19/2017,L,240,81,30,90,33.3,7,34,20.6,14,19,73.7,11,36,47,17,9,7,19,19,-29
MIL,MIL @ TOR,04/18/2017,L,240,100,36,87,41.4,11,23,47.8,17,19,89.5,12,28,40,20,6,4,12,16,-6
TOR,TOR vs. MIL,04/18/2017,W,240,106,37,77,48.1,14,29,48.3,18,25,72.0,6,34,40,24,6,4,13,22,6
LAC,LAC vs. UTA,04/18/2017,W,240,99,44,84,52.4,6,20,30.0,5,8,62.5,8,31,39,26,7,4,11,23,8
UTA,UTA @ LAC,04/18/2017,L,240,91,32,70,45.7,10,25,40.0,17,22,77.3,3,30,33,15,7,2,14,16,-8
BOS,BOS vs. CHI,04/18/2017,L,240,97,38,82,46.3,10,33,30.3,11,19,57.9,11,27,38,26,6,4,16,17,-14
CHI,CHI @ BOS,04/18/2017,W,240,111,45,89,50.6,10,25,40.0,11,14,78.6,12,32,44,28,12,6,12,17,14
IND,IND @ CLE,04/17/2017,L,240,111,43,84,51.2,8,20,40.0,17,23,73.9,9,24,33,23,14,3,14,21,-6
CLE,CLE vs. IND,04/17/2017,W,240,117,42,76,55.3,13,31,41.9,20,23,87.0,7,30,37,19,6,8,19,16,6
SAS,SAS vs. MEM,04/17/2017,W,240,96,28,61,45.9,9,23,39.1,31,32,96.9,5,34,39,14,4,4,16,13,14
MEM,MEM @ SAS,04/17/2017,L,240,82,31,82,37.8,7,27,25.9,13,15,86.7,9,26,35,19,8,1,10,22,-14
ATL,ATL @ WAS,04/16/2017,L,240,107,34,78,43.6,7,25,28.0,32,39,82.1,13,35,48,18,5,3,21,22,-7
WAS,WAS vs. ATL,04/16/2017,W,240,114,45,100,45.0,8,28,28.6,16,17,94.1,15,27,42,28,8,9,12,25,7
HOU,HOU vs. OKC,04/16/2017,W,240,118,45,91,49.5,10,33,30.3,18,26,69.2,14,42,56,21,8,3,11,19,31
OKC,OKC @ HOU,04/16/2017,L,240,87,30,81,37.0,9,29,31.0,18,23,78.3,7,34,41,19,8,5,15,19,-31
BOS,BOS vs. CHI,04/16/2017,L,240,102,37,86,43.0,14,38,36.8,14,19,73.7,12,24,36,27,9,4,16,20,-4
CHI,CHI @ BOS,04/16/2017,W,240,106,39,91,42.9,8,26,30.8,20,23,87.0,20,33,53,22,10,7,19,18,4
POR,POR @ GSW,04/16/2017,L,240,109,40,93,43.0,11,30,36.7,18,22,81.8,11,27,38,15,8,3,15,25,-12
GSW,GSW vs. POR,04/16/2017,W,240,121,43,81,53.1,11,27,40.7,24,28,85.7,9,36,45,26,7,10,16,24,12
MIL,MIL @ TOR,04/15/2017,W,240,97,38,85,44.7,9,23,39.1,12,15,80.0,9,34,43,22,5,5,5,23,14
TOR,TOR vs. MIL,04/15/2017,L,240,83,27,75,36.0,5,23,21.7,24,33,72.7,8,39,47,15,3,4,11,21,-14
IND,IND @ CLE,04/15/2017,L,240,108,40,81,49.4,11,24,45.8,17,20,85.0,12,29,41,21,6,1,13,25,-1
CLE,CLE vs. IND,04/15/2017,W,240,109,42,78,53.8,11,28,39.3,14,27,51.9,10,24,34,26,7,2,11,19,1
UTA,UTA @ LAC,04/15/2017,W,240,97,38,79,48.1,8,19,42.1,13,19,68.4,6,28,34,21,7,4,13,19,2
LAC,LAC vs. UTA,04/15/2017,L,240,95,36,81,44.4,8,24,33.3,15,17,88.2,8,32,40,20,6,4,15,18,-2
SAS,SAS vs. MEM,04/15/2017,W,240,111,41,76,53.9,10,19,52.6,19,25,76.0,8,34,42,16,4,11,10,20,29
